image_name,tags
test_460,clear primary
test_461,agriculture clear primary road water
test_462,clear primary
test_463,clear primary
test_464,clear primary
test_465,agriculture clear cultivation primary road
test_466,agriculture clear cultivation primary
test_467,haze primary
test_468,clear primary water
test_469,clear primary
test_470,clear primary
test_471,clear primary
test_472,partly_cloudy primary
test_473,clear habitation primary water
test_474,clear partly_cloudy primary
test_475,clear primary
test_476,cloudy
test_477,agriculture clear habitation primary road
test_478,agriculture clear primary road
test_479,cloudy
test_480,clear cultivation primary
test_481,clear primary
test_482,clear primary
test_483,partly_cloudy primary
test_484,clear primary water
test_485,clear primary
test_486,clear primary
test_487,agriculture cultivation partly_cloudy primary water
test_488,clear primary
test_489,agriculture clear primary road water
test_490,agriculture clear cultivation primary
test_491,agriculture clear primary road
test_492,clear primary
test_493,clear primary
test_494,clear cultivation primary
test_495,clear primary
test_496,cultivation partly_cloudy primary
test_497,agriculture clear cultivation primary road
test_498,clear primary
test_499,clear primary
test_500,clear primary
test_501,clear primary
test_502,clear primary
test_503,agriculture bare_ground clear road
test_504,partly_cloudy primary
test_505,agriculture clear habitation primary road
test_506,clear primary
test_507,cloudy haze
test_508,agriculture clear habitation primary road
test_509,clear primary
test_510,artisinal_mine clear primary water
test_511,agriculture clear habitation primary road
test_512,haze
test_513,clear primary
test_514,partly_cloudy primary water
test_515,partly_cloudy primary
test_516,clear primary
test_517,agriculture clear habitation primary
test_518,artisinal_mine partly_cloudy primary water
test_519,agriculture clear primary road water
test_520,cloudy
test_521,partly_cloudy primary
test_522,agriculture clear primary road
test_523,partly_cloudy primary
test_524,haze primary
test_525,clear primary
test_526,agriculture bare_ground clear primary road water
test_527,clear primary
test_528,agriculture clear habitation primary road
test_529,partly_cloudy primary
test_530,agriculture primary
test_531,agriculture clear primary water
test_532,blooming clear primary
test_533,clear primary
test_534,clear primary
test_535,clear primary
test_536,water
test_537,partly_cloudy primary
test_538,clear primary
test_539,agriculture cultivation partly_cloudy primary
test_540,clear primary road water
test_541,agriculture primary road
test_542,clear primary water
test_543,clear primary
test_544,agriculture clear habitation primary road
test_545,clear primary
test_546,agriculture clear primary road water
test_547,clear primary
test_548,partly_cloudy primary
test_549,agriculture haze primary road water
test_550,agriculture partly_cloudy primary
test_551,agriculture partly_cloudy primary road
test_552,clear primary
test_553,clear primary road water
test_554,clear primary
test_555,haze primary road water
test_556,cloudy
test_557,clear primary
test_558,partly_cloudy primary
test_559,clear primary
test_560,clear primary
test_561,partly_cloudy primary
test_562,agriculture clear primary
test_563,clear cultivation primary
test_564,agriculture clear habitation primary road
test_565,partly_cloudy primary
test_566,clear primary
test_567,partly_cloudy primary
test_568,clear habitation primary road
test_569,clear primary
test_570,partly_cloudy primary
test_571,clear primary
test_572,partly_cloudy primary
test_573,clear primary
test_574,clear primary
test_575,clear primary
test_576,clear primary
test_577,primary
test_578,haze primary
test_579,clear primary
test_580,agriculture clear primary road
test_581,agriculture clear primary road
test_582,clear primary road water
test_583,agriculture clear primary road
test_584,clear primary water
test_585,clear primary water
test_586,agriculture clear primary road water
test_587,agriculture clear cultivation habitation primary
test_588,clear primary road water
test_589,partly_cloudy primary
test_590,clear primary
test_591,agriculture clear habitation primary road
test_592,agriculture clear habitation primary road
test_593,clear primary
test_594,agriculture clear primary water
test_595,partly_cloudy primary road water
test_596,artisinal_mine clear primary water
test_597,agriculture cultivation partly_cloudy primary
test_598,agriculture cultivation partly_cloudy primary
test_599,clear primary
test_600,primary
test_601,agriculture haze primary water
test_602,cloudy
test_603,clear primary
test_604,cloudy
test_605,partly_cloudy primary
test_606,agriculture clear primary road
test_607,partly_cloudy primary
test_608,agriculture clear habitation primary road
test_609,haze primary
test_610,clear primary
test_611,agriculture clear primary water
test_612,clear primary
test_613,partly_cloudy primary
test_614,clear primary
test_615,agriculture clear cultivation primary water
test_616,clear primary
test_617,clear primary
test_618,clear primary
test_619,artisinal_mine bare_ground clear primary water
test_620,agriculture clear primary
test_621,clear primary
test_622,agriculture clear cultivation habitation primary road
test_623,clear primary
test_624,clear primary
test_625,clear primary
test_626,clear primary
test_627,clear primary
test_628,clear primary
test_629,clear primary
test_630,agriculture clear habitation primary road
test_631,haze primary water
test_632,cloudy
test_633,clear primary water
test_634,agriculture clear primary road
test_635,clear primary
test_636,clear primary
test_637,clear primary
test_638,clear primary
test_639,agriculture clear cultivation primary slash_burn
test_640,clear primary
test_641,clear primary water
test_642,agriculture bare_ground clear conventional_mine primary road water
test_643,agriculture clear cultivation primary
test_644,clear primary
test_645,partly_cloudy primary
test_646,partly_cloudy primary
test_647,agriculture clear cultivation primary
test_648,agriculture clear habitation primary road
test_649,agriculture clear cultivation primary road
test_650,agriculture clear primary water
test_651,agriculture clear habitation primary road
test_652,clear primary
test_653,partly_cloudy primary road
test_654,cloudy
test_655,clear primary
test_656,clear primary
test_657,agriculture cultivation habitation partly_cloudy primary road
test_658,clear primary road water
test_659,clear primary
test_660,clear primary
test_661,clear primary
test_662,partly_cloudy primary
test_663,partly_cloudy primary water
test_664,cloudy
test_665,clear primary
test_666,clear primary
test_667,clear primary
test_668,agriculture clear cultivation habitation primary water
test_669,clear primary
test_670,agriculture partly_cloudy primary
test_671,agriculture clear road
test_672,clear primary
test_673,clear primary
test_674,partly_cloudy primary
test_675,cloudy
test_676,agriculture clear primary
test_677,clear primary
test_678,agriculture bare_ground clear primary road
test_679,haze
test_680,agriculture clear cultivation primary
test_681,clear primary
test_682,clear primary
test_683,partly_cloudy primary
test_684,clear primary
test_685,clear primary road
test_686,clear primary
test_687,cloudy
test_688,agriculture clear primary road
test_689,clear primary road water
test_690,clear primary
test_691,cultivation partly_cloudy primary
test_692,haze primary
test_693,clear primary water
test_694,agriculture clear cultivation primary
test_695,agriculture clear cultivation primary
test_696,agriculture clear primary water
test_697,partly_cloudy primary
test_698,clear primary water
test_699,agriculture cultivation partly_cloudy primary
test_700,cloudy
test_701,agriculture clear habitation primary road
test_702,cloudy
test_703,clear primary
test_704,clear primary
test_705,blooming clear primary
test_706,clear primary
test_707,clear primary road selective_logging water
test_708,clear primary
test_709,cloudy
test_710,clear primary
test_711,clear primary
test_712,partly_cloudy primary
test_713,clear primary
test_714,cloudy partly_cloudy primary
test_715,partly_cloudy primary
test_716,clear primary
test_717,clear primary
test_718,agriculture clear primary water
test_719,clear primary
test_720,agriculture clear cultivation primary road water
test_721,clear primary
test_722,clear primary
test_723,artisinal_mine bare_ground clear conventional_mine habitation primary water
test_724,agriculture clear road
test_725,bare_ground clear habitation primary road
test_726,clear primary
test_727,agriculture partly_cloudy primary road
test_728,clear primary
test_729,agriculture clear cultivation primary
test_730,clear cultivation primary
test_731,clear primary
test_732,clear primary
test_733,clear primary
test_734,clear primary
test_735,agriculture clear primary
test_736,agriculture partly_cloudy primary road water
test_737,clear primary water
test_738,agriculture partly_cloudy primary road
test_739,clear primary selective_logging
test_740,clear primary
test_741,agriculture partly_cloudy primary water
test_742,clear primary
test_743,clear primary
test_744,agriculture clear habitation primary road
test_745,clear primary
test_746,partly_cloudy primary
test_747,agriculture primary road water
test_748,clear primary
test_749,partly_cloudy primary
test_750,agriculture clear primary road
test_751,clear primary
test_752,partly_cloudy primary
test_753,clear primary
test_754,cloudy
test_755,haze primary
test_756,agriculture clear habitation primary road
test_757,clear primary
test_758,cloudy
test_759,agriculture haze partly_cloudy primary water
test_760,clear primary
test_761,partly_cloudy primary
test_762,clear primary
test_763,
test_764,agriculture habitation primary road
test_765,clear primary
test_766,clear primary
test_767,agriculture clear habitation primary road water
test_768,clear primary
test_769,haze
test_770,agriculture blow_down clear cultivation primary
test_771,agriculture clear cultivation primary
test_772,agriculture partly_cloudy primary
test_773,agriculture partly_cloudy primary water
test_774,clear primary
test_775,agriculture clear primary water
test_776,clear primary road water
test_777,agriculture clear habitation primary road
test_778,agriculture clear cultivation habitation primary road
test_779,clear primary
test_780,clear primary
test_781,agriculture clear habitation primary road
test_782,partly_cloudy primary water
test_783,cloudy
test_784,agriculture clear primary road
test_785,partly_cloudy primary
test_786,partly_cloudy primary
test_787,agriculture clear primary
test_788,cloudy
test_789,partly_cloudy primary
test_790,clear primary road selective_logging
test_791,clear cultivation primary
test_792,clear primary
test_793,partly_cloudy primary
test_794,clear primary water
test_795,artisinal_mine clear primary water
test_796,clear primary
test_797,partly_cloudy primary
test_798,agriculture partly_cloudy primary
test_799,clear primary
test_800,clear primary
test_801,agriculture partly_cloudy primary road
test_802,agriculture clear habitation primary road
test_803,agriculture clear primary
test_804,haze primary
test_805,clear primary
test_806,clear primary
test_807,agriculture bare_ground clear primary road
test_808,clear primary
test_809,clear primary
test_810,agriculture partly_cloudy primary
test_811,clear primary
test_812,agriculture clear cultivation primary water
test_813,clear primary
test_814,clear primary road water
test_815,clear primary
test_816,clear primary water
test_817,cloudy
test_818,clear habitation primary road
test_819,cloudy
test_820,clear primary
test_821,agriculture bare_ground clear
test_822,clear primary
test_823,cloudy
test_824,clear primary
test_825,haze primary water
test_826,agriculture clear habitation primary road
test_827,clear primary
test_828,clear primary water
test_829,clear primary
test_830,cloudy
test_831,clear primary
test_832,agriculture partly_cloudy primary
test_833,partly_cloudy primary
test_834,clear primary
test_835,clear primary
test_836,clear primary
test_837,clear primary water
test_838,agriculture clear habitation primary road
test_839,clear primary
test_840,blooming clear primary
test_841,clear primary water
test_842,clear primary
test_843,cloudy
test_844,agriculture primary road water
test_845,agriculture clear habitation road
test_846,agriculture clear primary road
test_847,clear primary
test_848,cloudy
test_849,cloudy
test_850,clear primary road water
test_851,clear primary
test_852,partly_cloudy primary
test_853,haze primary
test_854,agriculture clear cultivation primary road water
test_855,clear primary
test_856,agriculture cultivation partly_cloudy primary
test_857,partly_cloudy primary water
test_858,agriculture haze primary
test_859,agriculture clear cultivation primary
test_860,clear primary
test_861,clear primary
test_862,partly_cloudy primary
test_863,clear primary
test_864,clear primary
test_865,cloudy
test_866,partly_cloudy primary
test_867,cloudy
test_868,clear primary
test_869,clear primary
test_870,agriculture clear cultivation primary water
test_871,partly_cloudy primary
test_872,clear primary road water
test_873,clear primary
test_874,clear primary
test_875,partly_cloudy primary
test_876,clear primary
test_877,agriculture partly_cloudy primary road
test_878,partly_cloudy primary
test_879,agriculture clear cultivation primary
test_880,clear primary
test_881,agriculture clear cultivation primary water
test_882,clear primary
test_883,cloudy
test_884,clear primary
test_885,clear primary
test_886,agriculture haze primary water
test_887,agriculture habitation partly_cloudy primary road
test_888,partly_cloudy primary
test_889,haze primary
test_890,clear primary
test_891,agriculture clear primary
test_892,partly_cloudy primary
test_893,primary
test_894,clear primary road water
test_895,bare_ground clear
test_896,partly_cloudy primary
test_897,cloudy
test_898,cloudy
test_899,bare_ground clear conventional_mine primary road water
test_900,agriculture clear habitation primary road
test_901,clear primary
test_902,cloudy haze
test_903,agriculture cultivation partly_cloudy primary slash_burn
test_904,agriculture clear cultivation primary
test_905,clear primary
test_906,agriculture clear primary road
test_907,clear primary
test_908,clear primary
test_909,clear primary
test_910,cloudy
test_911,clear primary
test_912,agriculture clear cultivation primary slash_burn
test_913,agriculture clear cultivation primary
test_914,primary water
test_915,clear primary
test_916,blooming clear primary
test_917,haze primary water
test_918,clear primary
test_919,haze primary
test_920,clear primary
test_921,cloudy
test_922,cloudy
test_923,agriculture clear primary road
test_924,cloudy partly_cloudy primary
test_925,cloudy
test_926,agriculture clear habitation primary road
test_927,blow_down clear primary
test_928,clear primary road water
test_929,partly_cloudy primary
test_930,clear primary road selective_logging water
test_931,clear primary
test_932,clear primary
test_933,clear primary
test_934,partly_cloudy primary
test_935,clear primary road water
test_936,agriculture cultivation haze primary
test_937,cloudy
test_938,clear primary water
test_939,clear primary road selective_logging
test_940,clear primary
test_941,agriculture clear primary road
test_942,agriculture clear primary
test_943,partly_cloudy primary
test_944,cloudy
test_945,clear primary
test_946,clear primary road water
test_947,partly_cloudy primary
test_948,clear primary
test_949,agriculture clear cultivation primary
test_950,partly_cloudy primary road water
test_951,agriculture clear primary road
test_952,agriculture clear habitation primary
test_953,agriculture clear cultivation habitation primary road
test_954,partly_cloudy primary
test_955,clear primary water
test_956,partly_cloudy primary
test_957,agriculture partly_cloudy primary water
test_958,agriculture habitation haze primary road
test_959,cloudy
test_960,partly_cloudy primary
test_961,agriculture partly_cloudy primary road
test_962,clear primary
test_963,agriculture clear primary road
test_964,blooming clear primary
test_965,clear primary
test_966,clear primary
test_967,clear primary
test_968,bare_ground clear cultivation primary
test_969,clear primary
test_970,clear primary
test_971,clear primary
test_972,clear primary
test_973,agriculture habitation partly_cloudy primary
test_974,agriculture bare_ground clear
test_975,clear primary
test_976,clear cultivation primary
test_977,agriculture clear primary water
test_978,clear primary
test_979,partly_cloudy primary
test_980,agriculture clear habitation primary water
test_981,clear primary
test_982,agriculture clear cultivation primary
test_983,clear primary
test_984,agriculture bare_ground clear habitation primary road
test_985,agriculture partly_cloudy primary road water
test_986,clear primary
test_987,clear primary
test_988,clear primary
test_989,clear primary
test_990,haze primary
test_991,clear cultivation primary
test_992,clear primary
test_993,agriculture clear primary road
test_994,clear primary water
test_995,clear primary road water
test_996,clear primary
test_997,clear primary
test_998,haze primary
test_999,clear primary
test_1000,agriculture clear primary road
test_1001,clear primary
test_1002,clear primary
test_1003,artisinal_mine clear primary water
test_1004,agriculture clear primary road
test_1005,clear primary
test_1006,partly_cloudy primary
test_1007,clear primary water
test_1008,partly_cloudy primary
test_1009,agriculture clear primary road
test_1010,cloudy
test_1011,clear primary
test_1012,clear primary
test_1013,partly_cloudy primary
test_1014,clear primary
test_1015,agriculture clear primary
test_1016,agriculture clear cultivation habitation primary
test_1017,agriculture haze primary road
test_1018,habitation partly_cloudy primary water
test_1019,agriculture habitation partly_cloudy primary road water
test_1020,agriculture clear primary
test_1021,partly_cloudy primary water
test_1022,haze
test_1023,cloudy
test_1024,clear primary
test_1025,clear primary water
test_1026,partly_cloudy primary
test_1027,agriculture clear primary road
test_1028,agriculture partly_cloudy primary road
test_1029,agriculture haze primary water
test_1030,agriculture clear primary
test_1031,clear primary
test_1032,haze primary water
test_1033,agriculture partly_cloudy primary
test_1034,clear primary
test_1035,clear primary
test_1036,clear primary
test_1037,clear cultivation primary
test_1038,clear primary road water
test_1039,cloudy
test_1040,clear primary
test_1041,partly_cloudy primary
test_1042,clear primary water
test_1043,haze primary
test_1044,agriculture partly_cloudy primary
test_1045,clear primary
test_1046,agriculture clear primary
test_1047,clear primary water
test_1048,clear primary
test_1049,clear primary
test_1050,clear primary
test_1051,clear primary
test_1052,clear primary
test_1053,clear primary water
test_1054,partly_cloudy primary
test_1055,agriculture clear habitation primary road water
test_1056,haze primary
test_1057,agriculture clear cultivation habitation primary
test_1058,agriculture clear primary
test_1059,agriculture haze primary
test_1060,clear primary road selective_logging water
test_1061,clear primary
test_1062,agriculture primary road water
test_1063,clear primary
test_1064,clear primary selective_logging
test_1065,clear primary
test_1066,agriculture clear cultivation habitation primary
test_1067,blooming clear primary
test_1068,cloudy
test_1069,agriculture clear cultivation primary
test_1070,agriculture clear primary
test_1071,agriculture clear habitation primary road
test_1072,clear primary
test_1073,agriculture bare_ground clear primary
test_1074,clear primary
test_1075,agriculture partly_cloudy primary road
test_1076,clear primary
test_1077,clear primary
test_1078,agriculture bare_ground clear primary
test_1079,clear primary
test_1080,clear primary
test_1081,clear primary
test_1082,cloudy
test_1083,agriculture clear habitation primary road
test_1084,clear primary
test_1085,clear primary water
test_1086,bare_ground clear primary
test_1087,agriculture clear primary water
test_1088,clear primary
test_1089,clear habitation road
test_1090,clear primary road water
test_1091,clear primary
test_1092,agriculture clear primary road
test_1093,clear primary
test_1094,agriculture clear habitation primary road
test_1095,clear primary
test_1096,partly_cloudy primary
test_1097,agriculture partly_cloudy primary
test_1098,haze primary
test_1099,clear primary
test_1100,agriculture clear habitation primary road
test_1101,agriculture clear cultivation primary
test_1102,clear cultivation habitation primary water
test_1103,clear primary water
test_1104,agriculture clear habitation primary road
test_1105,clear primary
test_1106,partly_cloudy primary
test_1107,agriculture clear primary road
test_1108,agriculture partly_cloudy primary road
test_1109,cloudy
test_1110,clear primary water
test_1111,clear primary
test_1112,agriculture clear primary water
test_1113,clear primary water
test_1114,cloudy
test_1115,clear primary water
test_1116,agriculture clear habitation primary road
